-1.863231144864170075e+00,-1.748482371314439288e+00,1.315905073036132134e-01,1.361300437503945027e+00,1.145532166924333684e+00,2.298543597352789902e+00,-6.045658824071772908e-02,2.085448021407579233e+00,-2.606340667643300524e+00,2.789797912997870721e+00,2.153667208601561356e+00,-2.137498015829740972e+00,-3.826155720996353260e+00,-2.930076267840487247e+00,3.538258307290086613e+00,-1.037616432109687903e+00
-6.697888147008341342e+00,-4.708377774228464041e+00,1.000089515049742594e+01,-6.934170530788390074e+00,3.617943239418520918e+00,8.916887687772046434e+00,-5.598372018889072876e+00,-1.207335637810892059e+01,-5.307142621916667302e+00,8.802450726509192691e+00,5.154875588843940371e+00,3.314516207775709766e+00,-1.699968848859557236e+00,-1.389708872159010067e-01,-8.079033549727022034e+00,-1.057092160691801652e+01
-1.464138777673504643e+00,-2.970335027999599031e+00,-3.951813748661775705e+00,6.703799642715900120e+00,2.670561894301419770e+00,-4.667606978857906874e+00,1.711163104879695362e+00,4.715842181695648172e+00,-1.451981047539824043e+00,-1.861900577213276620e+00,-2.046257708926479513e+00,-2.399581150873226321e+00,-1.637999486920008740e+00,6.612606482066329505e+00,4.718015022705604800e+00,2.659673874607187738e+00
2.628211389633621664e+00,9.626807848184352423e+00,7.490031853071421608e-02,-1.400315522368065668e+00,-4.027288107681989082e+00,1.206323434546352713e+00,-3.298101937143832707e+00,2.731109301655287869e-01,5.262557163806112825e+00,-1.654267705139599087e+00,-4.648415334209966332e+00,-1.674758945908154217e+00,6.951726223333798416e-02,-5.147344654200471936e+00,1.193882148265949850e+00,7.562339005555052118e-02
6.985994944756186431e-01,2.515271115688384462e+00,5.330515238563265257e+00,-6.009876459165532481e+00,1.041868265274788374e+00,1.045525289047502859e+00,-4.331185424663611450e+00,-6.238090497214445307e+00,-6.553449242872291247e-01,3.078967179513818486e+00,1.274342318745141922e+00,6.555752232141577318e-01,-2.283788849848986224e+00,-2.187799496597023108e+00,3.258204373299843581e+00,6.666879970524088872e-01
1.031532390715473868e+00,3.021201704702056734e+00,-4.553158191597827198e+00,1.035447007043734491e+00,1.936781222571488215e+00,-1.522695120834275384e-01,2.511965650668757100e+00,3.900156364276681664e+00,3.082642818615466407e+00,-5.593105527643726926e-01,1.491978442677432959e-01,-2.447533197214800005e+00,3.084204458001359228e+00,-8.727962674220846040e-01,5.137811080249285567e+00,2.453332631314849799e+00
-8.303019328916814601e+00,-1.871412735082454759e+00,-3.725394602976668690e+00,-7.102691987681653885e+00,2.941566678165212334e+00,2.138840276717463240e+00,-5.727816014571018854e-01,7.012607337607457580e+00,-6.358915479267258419e+00,5.155589027612927921e-02,-1.956401658709014502e+00,-2.931087136730806897e+00,-4.600773329984603421e+00,6.399161875426131019e+00,9.581226799950732342e+00,5.891904315249760771e+00
1.914150083111133549e+00,-6.881003021285009291e-01,-6.197772563757879993e+00,2.949790646080839185e+00,3.059162191977051304e+00,-8.343435428979118385e+00,1.239754700786371178e+00,8.342212829143958785e+00,4.149738046902442079e+00,-8.937249367111853360e+00,-6.598749568447944469e+00,-3.573832704800063542e+00,-3.666356803751523064e+00,8.956388982681190214e+00,7.627358891132500318e+00,7.815266565624210848e+00
-1.007350264636791559e+00,-1.344141863262410475e+00,-7.635176779850350037e-01,2.798961850930402395e+00,2.034051596474560686e+00,-6.297018840720387090e+00,-6.308218777863405791e-01,6.934961280704720066e-01,1.193960341224869826e+00,-2.824307162072739796e+00,7.682754366465320839e-01,4.608364096912903607e-01,-1.185399364632096830e+00,5.971972821749537808e+00,-1.967923507908214908e+00,-3.076045036812362632e-01
3.229162957840163717e+00,3.975897301068461065e+00,-2.232125648785693528e+00,4.891056702334790174e+00,-2.573412210577277204e+00,-3.058704830559535015e+00,4.695317061398220915e+00,4.537044412139975336e+00,7.336259032169341943e+00,-5.463820113340575269e+00,-5.678800215894612258e+00,2.317578516883265660e+00,2.516412590501818869e+00,7.589065558941160416e-01,6.361390551862950993e-01,-3.527861187090496564e+00
