-1.335717915048794557e+00,-1.235053272081767961e+00,1.251893637387829994e+00,-1.464096541918995797e-01,1.854880632142869912e+00,-1.871429161012136522e+00,-2.681383202682113831e-01,2.232363467080336950e+00,-1.209418795659565671e+00,-2.922321330521759464e+00,9.909619724970848420e-01,1.516798111713723474e+00,-5.563574363429839575e-01,-1.426019468194331452e+00,-2.559778490864815570e+00,-1.608472351285938018e+00
2.845599499090216256e+00,-2.558767379437380640e+00,1.124729345793448632e+00,-1.180505834600403592e+00,2.853913317823888907e+00,1.007625922058979384e+00,2.542438544926584942e+00,-3.556752562353054925e-01,-1.407661081091088784e+00,7.426096377447714003e-01,-8.199603277438453075e-01,-5.738561026109518792e-01,7.372334527089566825e-01,-9.956730877820559877e-01,1.187082900934774976e+00,1.349451925514201858e-02
-3.832093811996138299e+00,-1.116691086399317800e+00,2.464461232555812398e+00,2.292542182398186856e+00,-2.550954071753037677e-01,7.431749928037413300e-01,2.563234628327440978e-01,1.507397106500384165e+00,-2.587863971575752764e+00,-2.661534372589776654e-01,-3.331661162834614887e-01,1.575818921520107052e+00,5.206731880274940716e-01,6.960691080965439870e-01,-4.330736695953081750e+00,3.191531080453756664e-01
1.349640461025011451e+00,2.978491618408603547e-01,-2.338868812893521110e+00,-9.818634491731482727e-01,-4.607586858516426465e-01,1.030920416736239353e+00,-2.103577797141796157e+00,2.709671587746802945e+00,-3.004964881469681104e-01,2.118876780423643691e+00,4.821056581080145897e-01,4.529810416229791414e-01,1.290694324901908163e-01,-9.659313365759646386e-01,-4.114519412759240602e+00,-9.166620794834571262e-01
1.855322980414395362e+00,9.567398478951947283e-01,6.070258905553769235e-01,6.736904759162843925e-01,6.922103561175849476e-03,2.540431166055212575e+00,-4.696447958896259323e-01,2.594804642805932371e+00,-1.161477274467676457e+00,6.997950893811502593e-02,1.357828803038719112e+00,-1.420000132406026294e+00,-4.864261271913524753e-01,1.081344147296318337e+00,-2.390557350880540444e+00,1.617641293998036245e+00
-2.493012072928509626e-01,7.144747061889828998e-01,6.455030401293249120e-01,1.091517220769027574e+00,1.165722852020839806e+00,-1.460594146336301247e+00,-4.653177581206133229e-01,-2.279663822521076355e-01,-9.291326191111388688e-01,6.615732024885352669e-02,-5.131811628669163960e-01,1.921572547276576781e+00,5.320423478034744802e-01,2.668229142886112903e+00,1.674458997688597073e-01,-2.133229256027857901e-01
-1.609777857869945650e-01,4.236675152617196821e-02,7.460835391475018064e-02,1.953159571888142487e+00,3.719688324757086217e+00,-1.583809445870097976e+00,-7.811642923294331853e-02,6.208908418844162336e-01,1.057988244005589662e+00,-2.590087239414237352e+00,-3.134412998440448961e-01,1.182190765692811674e+00,2.169200928491770597e+00,2.976090159115096334e+00,9.883207585086934976e-01,-1.759442214916822067e+00
-1.580067395706915345e+00,-7.076258506857264763e-01,2.761090625153407085e+00,-1.485207625289907574e+00,-4.215367239449020254e+00,-5.847866138501791600e-01,-7.146684885854268643e-01,-1.423209347424987392e+00,-2.204280701550514365e+00,2.194904954462294500e-01,-7.546676938687193470e-01,-2.471493461620842602e+00,1.033848185912859652e+00,4.081166989980880899e+00,7.683684260362759755e-01,6.322576519933671424e-01
1.342533202561013050e+00,7.367279075302983482e-02,-1.881774695553322385e-01,2.237708997480918782e+00,-2.216286193147166461e+00,1.519574734294719898e+00,-7.070596955948386109e-01,-1.831070613193942043e+00,-2.968251844665361072e-01,-4.469329928808643548e-01,2.334091230025538977e+00,-3.171546098236229239e-01,2.733515939998999444e-01,-1.896037106397022942e+00,-3.589877306522920364e+00,9.024133481486669162e-01
-1.737555808291662673e+00,-1.153811700510831928e+00,-2.170649022624374425e+00,3.850712811228924615e-01,3.612001912722871411e-01,4.139001441341546572e-01,-6.649741530500824505e-02,-4.703310091171830631e-02,-1.367247570630977682e+00,-5.328813907718250586e-01,-9.724302448379452679e-01,2.826023319526982380e+00,1.428857372267966774e-01,-1.034201208341767764e+00,2.702583189517454798e+00,1.082620820959777852e+00
